	chrs	pos	DCIS	INV
SNP1523	12	83375000	0.25641	0.466667
SNP1524	12	85625000	0.380734	0.347826
SNP1525	12	86125000	0.325203	0.277778
SNP1526	12	86375000	0.315789	0.3
SNP1527	12	88125000	0.371758	0.307339
SNP1528	12	88375000	0.343667	0.371134
SNP1529	12	88625000	0.164557	0.370787
SNP1530	12	89875000	0.374558	0.33871
SNP1531	12	91375000	0.342449	0.368078
SNP1532	12	92625000	0.280899	0.388889
SNP1533	12	92875000	0.40099	0.377119
SNP1534	12	93125000	0.358306	0.36853
SNP1535	12	93375000	0.326087	0.367308
SNP1536	12	93625000	0.421053	0.347826
SNP1537	12	93875000	0.325188	0.350725
SNP1538	12	94625000	0.344436	0.334686
SNP1539	12	94875000	0.325095	0.370838
SNP1540	12	95375000	0.33677	0.353846
SNP1541	12	95625000	0.334785	0.34954
SNP1542	12	95875000	0.283668	0.325088
SNP1543	12	96125000	0.327206	0.340909
SNP1544	12	96375000	0.335463	0.393895
SNP1545	12	96625000	0.309859	0.166667
SNP1546	12	97125000	0.350158	0.306283
SNP1547	12	97375000	0.421687	0.326087
SNP1548	12	98125000	0.473684	0.272727
SNP1549	12	98625000	0.352941	0.434426
SNP1550	12	98875000	0.291908	0.290698
SNP1551	12	99125000	0.35377	0.351923
SNP1552	12	99625000	0.255319	0.47619
SNP1553	12	100125000	0.351539	0.361345
SNP1554	12	100375000	0.271605	0.230769
SNP1555	12	100625000	0.273743	0.3125
SNP1556	12	100875000	0.325364	0.32816
SNP1557	12	101375000	0.334601	0.393939
SNP1558	12	101625000	0.47619	0.333333
SNP1559	12	101875000	0.316284	0.365854
SNP1560	12	102125000	0.327869	0.334818
SNP1561	12	102375000	0.158537	0.362069
SNP1562	12	102625000	0.193548	0.333333
SNP1563	12	102875000	0.316547	0.3
SNP1564	12	103875000	0.363322	0.46
SNP1565	12	104125000	0.318773	0.353606
SNP1566	12	104375000	0.405512	0.444444
SNP1567	12	104875000	0.313433	0.28
SNP1568	12	105375000	0.323789	0.322105
SNP1569	12	105625000	0.309227	0.361856
SNP1570	12	105875000	0.302961	0.325
SNP1571	12	106375000	0.393162	0.385542
SNP1572	12	106625000	0.311828	0.370968
SNP1573	12	106875000	0.329114	0.358491
SNP1574	12	107125000	0.267635	0.310924
SNP1575	12	107375000	0.330688	0.359184
SNP1576	12	107625000	0.418919	0.375
SNP1577	12	107875000	0.373832	0.410714
SNP1578	12	108125000	0.351548	0.346103
SNP1579	12	108375000	0.367014	0.368231
SNP1580	12	108625000	0.380952	0.3
SNP1581	12	108875000	0.286853	0.285366
SNP1582	12	109125000	0.332016	0.372881
SNP1583	12	109375000	0.35796	0.326019
SNP1584	12	109625000	0.331151	0.334895
SNP1585	12	109875000	0.318894	0.352941
SNP1586	12	110125000	0.283966	0.316594
SNP1587	12	110375000	0.329253	0.369176
SNP1588	12	110625000	0.353372	0.365079
SNP1589	12	110875000	0.377021	0.321234
SNP1590	12	111125000	0.335724	0.333828
SNP1591	12	111375000	0.301724	0.329897
SNP1592	12	111875000	0.350467	0.26087
SNP1593	12	112125000	0.0588235	0.125
SNP1594	12	112625000	0.296296	0.25
SNP1595	12	113125000	0.133333	0.111111
SNP1596	12	113375000	0.308097	0.309494
SNP1597	12	113625000	0.348565	0.338445
SNP1598	12	113875000	0.276878	0.331429
SNP1599	12	114375000	0.352406	0.341176
SNP1600	12	114875000	0.328125	0.44898
SNP1601	12	115125000	0.416667	0.365079
SNP1602	12	115375000	0.347826	0.5
SNP1603	12	117375000	0.288889	0.331169
SNP1604	12	117625000	0.313505	0.362963
SNP1605	12	117875000	0.344262	0.3
SNP1606	12	118125000	0.301927	0.32973
SNP1607	12	118375000	0.383178	0.45614
SNP1608	12	118625000	0.292419	0.328358
SNP1609	12	118875000	0.260504	0.222222
SNP1610	12	119625000	0.361702	0.342995
SNP1611	12	119875000	0.339515	0.384762
SNP1612	12	120125000	0.330009	0.361925
SNP1613	12	120375000	0.299674	0.324742
SNP1614	12	120625000	0.373228	0.381107
SNP1615	12	120875000	0.302283	0.324042
SNP1616	12	121125000	0.253308	0.316594
SNP1617	12	121375000	0.331514	0.385009
SNP1618	12	121625000	0.340308	0.34081
SNP1619	12	121875000	0.289474	0.311321
SNP1620	12	122125000	0.297254	0.353293
SNP1621	12	122375000	0.294118	0.334372
SNP1622	12	122625000	0.326853	0.318262
SNP1623	12	122875000	0.343844	0.341598
SNP1624	12	123125000	0.312562	0.333933
SNP1625	12	123375000	0.345455	0.345367
SNP1626	12	123625000	0.306701	0.306373
SNP1627	12	123875000	0.325669	0.362187
SNP1628	12	124125000	0.256637	0.378378
SNP1629	12	124375000	0.34447	0.342657
SNP1630	12	124875000	0.331514	0.322464
SNP1631	12	125375000	0.320177	0.342308
SNP1632	12	125625000	0.318792	0.384615
SNP1633	12	126125000	0.285372	0.392308
SNP1634	12	127375000	0.32598	0.316176
SNP1635	12	127625000	0.32716	0.267857
SNP1636	12	128875000	0.292398	0.458333
SNP1637	12	129125000	0.287105	0.240741
SNP1638	12	129375000	0.32852	0.45283
SNP1639	12	129625000	0.214765	0.32
SNP1640	12	129875000	0.409091	0.461538
SNP1641	12	130625000	0.333333	0.32
SNP1642	12	130875000	0.301994	0.339286
SNP1643	12	131125000	0.405405	0.386047
SNP1644	12	131375000	0.346394	0.369119
SNP1645	12	131625000	0.319465	0.253333
SNP1646	12	132125000	0.401961	0.391304
SNP1647	12	132375000	0.34963	0.37987
SNP1648	12	132625000	0.346512	0.317881
SNP1649	12	132875000	0.330709	0.258065
SNP1650	12	133125000	0.33216	0.388847
SNP1651	12	133375000	0.305109	0.324636
SNP1652	12	133625000	0.309524	0.377358
SNP1653	12	133800947	0.365967	0.280899
SNP1654	13	19125000	0.0352113	0.119565
SNP1655	13	19375000	0.272727	0.295122
SNP1656	13	19625000	0.0321604	0.12562
SNP1657	13	19875000	0.0498384	0.127249
SNP1658	13	20125000	0.0487409	0.0989247
SNP1659	13	20375000	0.0327869	0.151515
SNP1660	13	20625000	0.0358632	0.0820734
SNP1661	13	20875000	0.042	0.092437
SNP1662	13	21125000	0.0427662	0.0927835
SNP1663	13	21375000	0.0353063	0.121839
SNP1664	13	21625000	0.0428816	0.0790514
SNP1665	13	21875000	0.0614719	0.0923623
SNP1666	13	22375000	0.015	0.148936
SNP1667	13	23375000	0.0416667	0.147239
SNP1668	13	23875000	0	0.0892857
SNP1669	13	24125000	0.0417633	0.116788
SNP1670	13	24375000	0.0246653	0.134615
SNP1671	13	24625000	0	0.111111
SNP1672	13	24875000	0.0384205	0.12894
SNP1673	13	25125000	0.0389156	0.139508
SNP1674	13	25375000	0.0272506	0.109418
SNP1675	13	25625000	0.145133	0.192308
SNP1676	13	25875000	0.0450902	0.160784
SNP1677	13	26125000	0.0465116	0.171271
SNP1678	13	26625000	0.0275862	0.0742857
SNP1679	13	27125000	0.0244565	0.0506329
SNP1680	13	27375000	0.0418251	0.132075
SNP1681	13	27625000	0.0571429	0.0903955
SNP1682	13	27875000	0.0194805	0.134615
SNP1683	13	28125000	0.0283912	0.0638298
SNP1684	13	28375000	0	0.222222
SNP1685	13	28625000	0.0302656	0.109195
SNP1686	13	28875000	0.0413534	0.121429
SNP1687	13	29125000	0.0550206	0.162037
SNP1688	13	29625000	0.0334448	0.0740741
SNP1689	13	29875000	0	0
SNP1690	13	30125000	0.0413437	0.219512
SNP1691	13	30875000	0.0319829	0.148867
SNP1692	13	31125000	0.0555556	0.0714286
SNP1693	13	31375000	0.0430464	0.166667
SNP1694	13	31625000	0.0366492	0.122486
SNP1695	13	31875000	0.0344828	0.0840336
SNP1696	13	32375000	0.0315186	0.114286
SNP1697	13	32625000	0.013913	0.121951
SNP1698	13	32875000	0.034975	0.113307
SNP1699	13	33125000	0.030581	0.0957447
SNP1700	13	33375000	0.0362694	0.137931
SNP1701	13	33625000	0.0406417	0.0689655
SNP1702	13	35625000	0.0945946	0
SNP1703	13	35875000	0.0687023	0.0727273
SNP1704	13	36125000	0.0175824	0.153846
SNP1705	13	36375000	0.046371	0.117284
SNP1706	13	36625000	0.0237467	0.0695652
SNP1707	13	36875000	0.0659851	0.136232
SNP1708	13	37125000	0.0283688	0.173913
SNP1709	13	37625000	0.039604	0.185567
SNP1710	13	38625000	0.107914	0.0632911
SNP1711	13	38875000	0.0707071	0.166667
SNP1712	13	39375000	0	0.1
SNP1713	13	39625000	0.0375235	0.116564
SNP1714	13	40125000	0	0.181818
SNP1715	13	40875000	0	0
SNP1716	13	41375000	0.0895522	0.0714286
SNP1717	13	41625000	0.00274725	0.196581
SNP1718	13	41875000	0.0221704	0.140411
SNP1719	13	42125000	0.0526316	0.165217
SNP1720	13	42375000	0.0560748	0.11875
SNP1721	13	42625000	0.0431034	0.0963855
SNP1722	13	42875000	0.0569514	0.168085
SNP1723	13	43125000	0.0252366	0.026087
SNP1724	13	43375000	0.0547264	0.0813953
SNP1725	13	43625000	0.0604265	0.137168
SNP1726	13	43875000	0.02	0.0731707
SNP1727	13	44375000	0.0236967	0.152542
SNP1728	13	44625000	0.030888	0.0888889
SNP1729	13	45625000	0.0450161	0.147826
SNP1730	13	45875000	0.0627706	0.13913
SNP1731	13	46125000	0.359903	0.368098
SNP1732	13	46625000	0.0177215	0.131387
SNP1733	13	46875000	0.0287661	0.132296
SNP1734	13	47125000	0.0181269	0.106383
SNP1735	13	47375000	0.0645161	0.15493
SNP1736	13	48375000	0	0.037037
SNP1737	13	48625000	0.0361111	0.185567
SNP1738	13	48875000	0.0231214	0.0576923
SNP1739	13	49125000	0.0141509	0.114286
SNP1740	13	49875000	0.051046	0.0604534
SNP1741	13	50125000	0.0619469	0.0909091
SNP1742	13	50375000	0.0403226	0.116466
SNP1743	13	50625000	0.0454545	0.142857
SNP1744	13	51375000	0.0180995	0.1125
SNP1745	13	51625000	0.0305958	0.0956938
SNP1746	13	51875000	0.056962	0.0661157
SNP1747	13	52125000	0.0142857	0.25
SNP1748	13	52375000	0.0197487	0.118227
SNP1749	13	52625000	0.0364063	0.119389
SNP1750	13	52875000	0.0289855	0.166667
SNP1751	13	53125000	0.0232108	0.113636
SNP1752	13	53375000	0.046875	0.102564
SNP1753	13	59125000	0.0380952	0.125
SNP1754	13	59875000	0	0.125
SNP1755	13	60375000	0	0.0833333
SNP1756	13	61125000	0.0428571	0.0775194
SNP1757	13	61875000	0	0
SNP1758	13	65625000	0.0722892	0.16
SNP1759	13	70375000	0.0298507	0.113953
SNP1760	13	70625000	0.035225	0.198113
SNP1761	13	73375000	0.0219512	0.109091
SNP1762	13	74375000	0.0191693	0.0508475
SNP1763	13	75875000	0.0164577	0.132132
SNP1764	13	76125000	0.0310078	0.15942
SNP1765	13	76375000	0.0293567	0.114667
SNP1766	13	78125000	0.0235294	0.114286
SNP1767	13	79125000	0.028169	0.111111
SNP1768	13	79375000	0.015873	0.16
SNP1769	13	79875000	0.0251889	0.131183
SNP1770	13	80125000	0.0222222	0.150943
SNP1771	13	82375000	0.0327869	0.20339
SNP1772	13	83375000	0.0404412	0.155738
SNP1773	13	83625000	0.0104167	0.162162
SNP1774	13	84375000	0.354167	0.285714
SNP1775	13	86375000	0.0392157	0.160714
SNP1776	13	88625000	0.0178571	0.111111
SNP1777	13	90625000	0.256881	0.324324
SNP1778	13	95125000	0.0145985	0
SNP1779	13	95375000	0.0318533	0.110236
SNP1780	13	95625000	0.0233281	0.095679
SNP1781	13	95875000	0.0403286	0.138103
SNP1782	13	96125000	0.0116279	0.222222
SNP1783	13	96375000	0.0484581	0.127072
SNP1784	13	96625000	0.0254121	0.13615
SNP1785	13	97625000	0.0149254	0.128205
SNP1786	13	99125000	0.0301915	0.097561
SNP1787	13	99375000	0.0412371	0.122642
SNP1788	13	99625000	0.0372168	0.107511
SNP1789	13	100375000	0	0.125
SNP1790	13	100625000	0.0551724	0.202703
SNP1791	13	100875000	0.0227273	0.125
SNP1792	13	101125000	0.0097561	0.169811
SNP1793	13	101375000	0.0256098	0.115873
SNP1794	13	101625000	0.0542265	0.145349
SNP1795	13	101875000	0.0150198	0.145714
SNP1796	13	103375000	0.0329119	0.126163
SNP1797	13	103625000	0.0130435	0.0748299
SNP1798	13	106125000	0.474104	0.482353
SNP1799	13	107375000	0.446602	0.405405
SNP1800	13	107875000	0.450355	0.390625
SNP1801	13	108625000	0.467742	0.272727
SNP1802	13	109375000	0.422983	0.395062
SNP1803	13	109625000	0.438293	0.425087
SNP1804	13	109875000	0.460967	0.432099
SNP1805	13	110375000	0.410798	0.313725
SNP1806	13	110875000	0.440538	0.432184
SNP1807	13	111125000	0.451033	0.440793
SNP1808	13	111375000	0.455139	0.412186
SNP1809	13	111625000	0.456416	0.455224
SNP1810	13	111875000	0.446847	0.387097
SNP1811	13	112625000	0.471761	0.37931
SNP1812	13	113125000	0.450075	0.397638
SNP1813	13	113375000	0.44012	0.451149
SNP1814	13	113625000	0.437815	0.42638
SNP1815	13	113875000	0.451495	0.425566
SNP1816	13	114125000	0.4219	0.42268
SNP1817	13	114375000	0.0186047	0.108949
SNP1818	13	114625000	0.0448718	0.138889
SNP1819	13	114875000	0.0527174	0.104247
SNP1820	13	115084939	0.0649351	0.0833333
SNP1821	14	19125000	0.210678	0.301961
SNP1822	14	19375000	0.0740741	0.105263
SNP1823	14	19625000	0.0943683	0.136719
SNP1824	14	19875000	0.213115	0.197531
SNP1825	14	20125000	0.261438	0.25098
SNP1826	14	20375000	0.0287356	0.139059
SNP1827	14	20625000	0.0365906	0.146277
SNP1828	14	20875000	0.0339115	0.126897
SNP1829	14	21125000	0.0308166	0.101675
SNP1830	14	21375000	0.0242588	0.118375
SNP1831	14	21625000	0.02977	0.111359
SNP1832	14	21875000	0.00888889	0.0555556
SNP1833	14	22125000	0.0256074	0.127108
SNP1834	14	22375000	0.0240911	0.106238
SNP1835	14	22625000	0.0278364	0.122634
SNP1836	14	22875000	0.0287433	0.130631
SNP1837	14	23125000	0.0261002	0.121708
SNP1838	14	23375000	0.0318949	0.126161
SNP1839	14	23625000	0.0406043	0.134293
SNP1840	14	23875000	0.0401764	0.128753
SNP1841	14	24125000	0.0218579	0.0819672
SNP1842	14	24375000	0.0188679	0.140127
SNP1843	14	24625000	0.0475651	0.111111
SNP1844	14	24875000	0.0220604	0.1218
SNP1845	14	25125000	0.0339943	0.0933333
SNP1846	14	25375000	0	0.0909091
SNP1847	14	25625000	0	0.111111
SNP1848	14	25875000	0.0316742	0.0909091
SNP1849	14	30125000	0	0.125
SNP1850	14	31125000	0.0248403	0.126126
SNP1851	14	31625000	0.0254083	0.111111
SNP1852	14	31875000	0.075188	0.0869565
SNP1853	14	32125000	0.0480349	0.152542
SNP1854	14	32375000	0.0543478	0.12
SNP1855	14	32625000	0	0.2125
SNP1856	14	33125000	0.0515873	0.135447
SNP1857	14	33375000	0.0193133	0.102564
SNP1858	14	34125000	0.0133843	0.205298
SNP1859	14	34375000	0.00819672	0.0434783
SNP1860	14	34875000	0.047619	0.145349
SNP1861	14	35125000	0.029789	0.125778
SNP1862	14	35375000	0.0320924	0.0901857
SNP1863	14	35625000	0.0259644	0.139759
SNP1864	14	35875000	0.0409285	0.101852
SNP1865	14	36875000	0.0703518	0.1875
SNP1866	14	37375000	0.0323741	0.136364
SNP1867	14	37625000	0.0382166	0.151515
SNP1868	14	39625000	0.0338164	0.136691
SNP1869	14	39875000	0.0367041	0.126496
SNP1870	14	43875000	0.00446429	0.227848
SNP1871	14	44625000	0.0254777	0.12963
SNP1872	14	44875000	0.0353201	0.169697
SNP1873	14	45375000	0.0709677	0.142857
SNP1874	14	45875000	0.0377358	0.125
SNP1875	14	47125000	0.0380952	0.148936
SNP1876	14	47375000	0.0292683	0.130435
SNP1877	14	47625000	0.0517241	0
SNP1878	14	48125000	0.0204082	0.0909091
SNP1879	14	49125000	0	0.0824742
SNP1880	14	50125000	0.0471822	0.133262
SNP1881	14	50375000	0.0227964	0.172414
SNP1882	14	50625000	0.0217865	0.112583
SNP1883	14	50875000	0.0334225	0.107345
SNP1884	14	51125000	0.0297767	0.13834
SNP1885	14	51375000	0.0284091	0.148148
SNP1886	14	52125000	0.0233683	0.120283
SNP1887	14	52625000	0.0606061	0.375
SNP1888	14	52875000	0.0303468	0.121951
SNP1889	14	53125000	0.0266667	0.165138
SNP1890	14	53375000	0.0126582	0.173913
SNP1891	14	55125000	0.0125392	0.189189
SNP1892	14	55375000	0	0.1
SNP1893	14	55625000	0.0122699	0.0645161
SNP1894	14	57125000	0.0292887	0.179487
SNP1895	14	57375000	0.0661479	0.183673
SNP1896	14	57625000	0.0247253	0.124088
SNP1897	14	57875000	0	0
SNP1898	14	58125000	0.0241228	0.122642
SNP1899	14	58375000	0.0296496	0.185567
SNP1900	14	58625000	0.0406223	0.12854
SNP1901	14	58875000	0.0227273	0.0955056
SNP1902	14	59125000	0	0
SNP1903	14	59375000	0.0315789	0.117949
SNP1904	14	59625000	0.032967	0.117647
SNP1905	14	59875000	0.0216216	0.192982
SNP1906	14	60125000	0.031405	0.0990099
SNP1907	14	60875000	0.0271605	0.100939
SNP1908	14	61125000	0	0.375
SNP1909	14	61375000	0.0622568	0.0769231
SNP1910	14	62125000	0.0206379	0.167883
SNP1911	14	62375000	0.0909091	0.153846
SNP1912	14	62625000	0	0.0416667
SNP1913	14	63125000	0	0.202899
SNP1914	14	63375000	0.0470219	0.142012
SNP1915	14	63875000	0.0209424	0.166667
SNP1916	14	64125000	0.1	0.4375
SNP1917	14	64375000	0.0531401	0.148515
SNP1918	14	64625000	0.0249023	0.130709
SNP1919	14	64875000	0.0228311	0.0384615
SNP1920	14	65125000	0.0321058	0.114625
SNP1921	14	65375000	0.0288221	0.0979782
SNP1922	14	66125000	0.0405405	0.105263
SNP1923	14	66375000	0.0331675	0.143713
SNP1924	14	66875000	0	0.130435
SNP1925	14	67625000	0.0185185	0.0694444
SNP1926	14	67875000	0.0123457	0.0526316
SNP1927	14	68125000	0.0341715	0.115686
SNP1928	14	68875000	0.0156658	0.163636
SNP1929	14	69375000	0.025759	0.172297
SNP1930	14	69625000	0.0124555	0.126582
SNP1931	14	69875000	0.021692	0.0960591
SNP1932	14	70125000	0.065534	0.119403
SNP1933	14	70375000	0.016129	0.132597
SNP1934	14	70625000	0.0140187	0.111111
SNP1935	14	70875000	0.0348837	0.108911
SNP1936	14	71125000	0.0408163	0.166667
SNP1937	14	71375000	0.0335277	0.101911
SNP1938	14	71625000	0.0344828	0.117155
SNP1939	14	72125000	0.103896	0.121212
SNP1940	14	72625000	0.032767	0.136564
SNP1941	14	72875000	0.0173611	0.110092
SNP1942	14	73125000	0.0219124	0.106667
SNP1943	14	73375000	0.0238095	0.0714286
SNP1944	14	73625000	0.0326409	0.13879
SNP1945	14	73875000	0.0242215	0.0851064
SNP1946	14	74125000	0.0547025	0.13125
SNP1947	14	74375000	0.0238663	0.111395
SNP1948	14	74625000	0.00858369	0.0731707
SNP1949	14	74875000	0.0374502	0.1125
SNP1950	14	75125000	0.00938967	0.0438596
SNP1951	14	75375000	0.0178571	0.107438
SNP1952	14	75625000	0.0132275	0.0988372
SNP1953	14	75875000	0.0478723	0.177778
SNP1954	14	76125000	0.0292158	0.0781528
SNP1955	14	76375000	0.0331754	0.0714286
SNP1956	14	76625000	0.0365682	0.170854
SNP1957	14	76875000	0.00961538	0.0689655
SNP1958	14	77125000	0	0.0487805
SNP1959	14	77375000	0.0328305	0.0789474
SNP1960	14	77625000	0.0275229	0.109091
SNP1961	14	77875000	0.0332471	0.123563
SNP1962	14	78125000	0.0268071	0.0953125
SNP1963	14	78375000	0.0252632	0.109244
SNP1964	14	80375000	0.0405405	0.25
SNP1965	14	80625000	0.0273973	0.217391
SNP1966	14	80875000	0.0383747	0.101562
SNP1967	14	81375000	0.0355872	0.131105
SNP1968	14	81625000	0.0673317	0.104762
SNP1969	14	81875000	0.0341615	0.183333
SNP1970	14	82375000	0.00571429	0.0869565
SNP1971	14	86125000	0.0242718	0.1
SNP1972	14	88375000	0.0326087	0.166667
SNP1973	14	88625000	0.032967	0.0769231
SNP1974	14	88875000	0.0329114	0.110638
SNP1975	14	89125000	0.0363798	0.109023
SNP1976	14	89375000	0.0456853	0.1
SNP1977	14	89625000	0.056338	0.111111
SNP1978	14	90125000	0.0319489	0.12931
SNP1979	14	90625000	0.0491803	0.107143
SNP1980	14	90875000	0.0163934	0.0625
SNP1981	14	91125000	0.0520325	0.133333
SNP1982	14	91375000	0.0194805	0.133333
SNP1983	14	91625000	0.031	0.0966667
SNP1984	14	91875000	0.015544	0.0285714
SNP1985	14	92125000	0.0441839	0.144876
SNP1986	14	92375000	0.0486542	0.105691
SNP1987	14	92625000	0.05625	0.121739
SNP1988	14	92875000	0.034188	0.0769231
SNP1989	14	93125000	0.0243408	0.0893855
SNP1990	14	93375000	0.0306122	0.108108
SNP1991	14	93625000	0.040264	0.0934183
SNP1992	14	93875000	0.0110803	0.108434
SNP1993	14	94125000	0.0265829	0.10231
SNP1994	14	94375000	0.042524	0.0701754
SNP1995	14	94625000	0.0412574	0.114865
SNP1996	14	94875000	0.0348837	0.097503
SNP1997	14	95125000	0.0367232	0.108796
SNP1998	14	95625000	0.0567073	0.165202
SNP1999	14	95875000	0.0439863	0.076555
SNP2000	14	96125000	0.03	0.102941
SNP2001	14	96625000	0.0352113	0.142857
SNP2002	14	96875000	0.0279279	0.130982
SNP2003	14	97125000	0.0739437	0.140351
SNP2004	14	97375000	0.0368764	0.177536
SNP2005	14	98875000	0	0
SNP2006	14	99125000	0.0164835	0.0714286
SNP2007	14	99375000	0	0.04
SNP2008	14	100125000	0.0572614	0.130435
SNP2009	14	100375000	0.0457698	0.146465
SNP2010	14	100625000	0.0176565	0.104972
SNP2011	14	100875000	0.018018	0.0666667
SNP2012	14	101125000	0.0761099	0.201923
SNP2013	14	101375000	0.0248509	0.117886
SNP2014	14	101625000	0.0340909	0.197674
SNP2015	14	102375000	0.0375783	0.164384
SNP2016	14	102625000	0.0144033	0.176991
SNP2017	14	102875000	0.0228277	0.122699
SNP2018	14	103125000	0	0
SNP2019	14	103375000	0.0395137	0.0700637
SNP2020	14	103625000	0.0190058	0.0977011
SNP2021	14	103875000	0.0740741	0.125
SNP2022	14	104125000	0.457143	0.222222
SNP2023	14	104375000	0.024855	0.122776
SNP2024	14	104625000	0.0254842	0.0988142
SNP2025	14	105375000	0.0359251	0.141788
SNP2026	14	105625000	0.0362117	0.126761
SNP2027	14	105875000	0.025	0.156627
SNP2028	14	106125000	0.157166	0.20108
SNP2029	14	106375000	0.0295815	0.129096
SNP2030	14	106625000	0.0255255	0.111969
SNP2031	14	106875000	0.0395257	0.141907
SNP2032	14	107125000	0.0723457	0.177806
SNP2033	15	20125000	0.277487	0.326087
SNP2034	15	20375000	0.27851	0.323913
SNP2035	15	20625000	0.203488	0.311688
SNP2036	15	20875000	0.403909	0.409836
SNP2037	15	21125000	0.07	0.138686
SNP2038	15	21375000	0.152174	0.230769
SNP2039	15	21875000	0.466667	0.421053
SNP2040	15	22125000	0.0673077	0.208791
SNP2041	15	22375000	0.0366972	0.131783
SNP2042	15	22875000	0.0882353	0.179487
SNP2043	15	23125000	0.0643985	0.206522
SNP2044	15	23375000	0.0574713	0.0833333
SNP2045	15	23625000	0.204545	0.348837
SNP2046	15	23875000	0.0833333	0.133333
SNP2047	15	25125000	0.0447761	0.193548
SNP2048	15	25875000	0.0524934	0.170732
SNP2049	15	27125000	0.0333333	0.155556
SNP2050	15	27625000	0.0819672	0.311111
SNP2051	15	28125000	0.0802469	0.258065
SNP2052	15	28375000	0.0484581	0.233766
SNP2053	15	28625000	0.193548	0.287356
SNP2054	15	29375000	0.0619946	0.154762
SNP2055	15	29625000	0.0552486	0.127273
SNP2056	15	30375000	0.0338983	0.172414
SNP2057	15	30625000	0.15625	0.333333
SNP2058	15	30875000	0.375	0.222222
SNP2059	15	31125000	0.0585366	0.178947
SNP2060	15	31375000	0.0751678	0.265537
SNP2061	15	31625000	0.0420168	0.194444
SNP2062	15	31875000	0.0431034	0.261905
SNP2063	15	32625000	0.097561	0.117647
SNP2064	15	32875000	0.314685	0.373134
SNP2065	15	33125000	0.0669014	0.190909
SNP2066	15	33375000	0.102041	0.19403
SNP2067	15	33875000	0.0725524	0.202572
SNP2068	15	34125000	0.0744	0.186224
SNP2069	15	34375000	0.0917874	0.137931
SNP2070	15	34625000	0.258794	0.307692
SNP2071	15	34875000	0.074184	0.13
SNP2072	15	35125000	0.0575221	0.210938
SNP2073	15	35375000	0.095057	0.196078
SNP2074	15	35625000	0.0333333	0.125
SNP2075	15	37375000	0.0229008	0.0833333
SNP2076	15	37625000	0.0434783	0.181818
SNP2077	15	38125000	0.028777	0.30303
SNP2078	15	38875000	0.0232558	0
SNP2079	15	39625000	0.0208333	0.166667
SNP2080	15	39875000	0.0307018	0.204082
SNP2081	15	40125000	0.103785	0.205212
SNP2082	15	40375000	0.0484512	0.223039
SNP2083	15	40625000	0.0564706	0.200466
SNP2084	15	40875000	0.0761421	0.137546
SNP2085	15	41125000	0.0681044	0.217778
SNP2086	15	41375000	0.0537634	0.290323
SNP2087	15	41625000	0.00952381	0.210526
SNP2088	15	41875000	0.28125	0.263158
SNP2089	15	42125000	0.051167	0.177711
SNP2090	15	42375000	0.0893855	0.237288
SNP2091	15	42625000	0.0605505	0.125
SNP2092	15	42875000	0.180723	0.318182
SNP2093	15	43125000	0.0434783	0.0833333
SNP2094	15	43375000	0.0637255	0.142857
SNP2095	15	43625000	0.0451128	0.0967742
SNP2096	15	43875000	0.0359281	0.160714
SNP2097	15	44125000	0.0218579	0.22449
SNP2098	15	44875000	0.148148	0.4
SNP2099	15	45125000	0.0641148	0.212219
SNP2100	15	45375000	0.0579151	0.200216
SNP2101	15	45625000	0.0563777	0.181176
SNP2102	15	45875000	0.0306122	0.037037
SNP2103	15	49125000	0.0508055	0.158654
SNP2104	15	49625000	0.0784314	0.3125
SNP2105	15	49875000	0.061674	0.241379
SNP2106	15	50125000	0.0222222	0.244898
SNP2107	15	50375000	0.0450331	0.117647
SNP2108	15	50625000	0.0983607	0.0645161
SNP2109	15	50875000	0.0764674	0.213333
SNP2110	15	51125000	0.0537802	0.146045
SNP2111	15	51375000	0.037037	0.137931
SNP2112	15	51625000	0.0407609	0.106061
SNP2113	15	51875000	0.0447619	0.159375
SNP2114	15	52125000	0.0388128	0.130137
SNP2115	15	52375000	0.0125	0.125
SNP2116	15	52625000	0.0350877	0.159624
SNP2117	15	53125000	0.0784314	0.2
SNP2118	15	53875000	0.0619469	0.190476
SNP2119	15	54375000	0.0738916	0.247059
SNP2120	15	54625000	0.0803922	0.11039
SNP2121	15	54875000	0.0440252	0.150327
SNP2122	15	55625000	0.0539568	0.197861
SNP2123	15	55875000	0.0457516	0.189055
SNP2124	15	56125000	0.0621266	0.194444
SNP2125	15	56375000	0.0367171	0.178344
SNP2126	15	56625000	0.052	0.195021
SNP2127	15	57125000	0	0.111111
SNP2128	15	57875000	0.0520446	0.119565
SNP2129	15	58375000	0.0551601	0.168367
SNP2130	15	58625000	0	0.111111
SNP2131	15	59125000	0.025	0.125
SNP2132	15	59375000	0.0431034	0.24
SNP2133	15	59625000	0.0550459	0.195402
SNP2134	15	59875000	0.0213777	0.137681
SNP2135	15	60125000	0.00763359	0.0909091
SNP2136	15	60375000	0.0358974	0.176923
SNP2137	15	60625000	0.0873984	0.181818
SNP2138	15	62125000	0.0813953	0.309524
SNP2139	15	62625000	0.0526316	0
SNP2140	15	63125000	0.0413081	0.148325
SNP2141	15	63375000	0.306024	0.389474
SNP2142	15	63625000	0.324324	0.447368
SNP2143	15	63875000	0.371163	0.421336
SNP2144	15	64125000	0.405551	0.42887
SNP2145	15	64375000	0.352406	0.376068
