#CHR	START	END	SAMPLE	RD	#SNPS	COV	ALPHA	BETA	BAF	CLUSTER	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2	cn_clone3	u_clone3	cn_clone4	u_clone4
chr1	3250000	3300000	A12-D	2.19564	76	42	1416	1851	0.433425	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	3300000	3350000	A12-A	2.24893	53	44	1016	1352	0.429054	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	3300000	3350000	A12-C	2.59833	53	46	1083	1407	0.43494	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	3300000	3350000	A12-D	2.2044	53	42	977	1261	0.43655	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	3350000	3400000	A12-A	2.26178	35	41	627	830	0.430336	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	3350000	3400000	A12-C	2.6006	35	43	663	851	0.437913	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	3350000	3400000	A12-D	2.28432	35	41	604	838	0.418863	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	3400000	3450000	A12-A	2.52464	48	46	961	1253	0.434056	47	1|1	0.217686	1|1	0	1|1	0	2|1	0.782314	2|1	0
chr1	3400000	3450000	A12-C	2.85556	48	48	1010	1322	0.433105	47	1|1	0.222725	1|1	0.261793	1|1	0	2|1	0.515482	2|1	0
chr1	3400000	3450000	A12-D	2.42706	48	41	883	1117	0.4415	47	1|1	0.176347	1|1	0	1|1	0.217594	2|1	0	2|1	0.606059
chr1	3450000	3500000	A12-A	2.43453	93	43	1768	2323	0.432168	47	1|1	0.217686	1|1	0	1|1	0	2|1	0.782314	2|1	0
chr1	3450000	3500000	A12-C	2.80344	93	46	1835	2524	0.420968	47	1|1	0.222725	1|1	0.261793	1|1	0	2|1	0.515482	2|1	0
chr1	3450000	3500000	A12-D	2.3775	93	42	1708	2258	0.430661	47	1|1	0.176347	1|1	0	1|1	0.217594	2|1	0	2|1	0.606059
chr1	3500000	3550000	A12-A	2.27299	52	43	1002	1247	0.445531	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	3500000	3550000	A12-C	2.64659	52	47	1120	1373	0.449258	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	3500000	3550000	A12-D	2.28669	52	39	918	1147	0.444552	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	3550000	3600000	A12-A	2.08487	29	48	602	795	0.430923	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	3550000	3600000	A12-C	2.41402	29	49	610	836	0.421853	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	3550000	3600000	A12-D	2.08772	29	43	548	700	0.439103	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	3600000	3650000	A12-A	2.45114	76	43	1452	1843	0.440668	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	3600000	3650000	A12-C	2.73701	76	43	1448	1882	0.434835	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	3600000	3650000	A12-D	2.33152	76	39	1267	1741	0.42121	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	3650000	3700000	A12-A	2.10631	59	44	1121	1509	0.426236	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	3650000	3700000	A12-C	2.46722	59	48	1251	1611	0.437107	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	3650000	3700000	A12-D	2.14667	59	44	1134	1496	0.431179	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	3700000	3750000	A12-A	1.98074	72	48	1485	2019	0.423801	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	3700000	3750000	A12-C	2.26243	72	52	1608	2150	0.427887	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	3700000	3750000	A12-D	2.01089	72	47	1484	1931	0.434553	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	3750000	3800000	A12-A	1.87781	113	48	2406	3033	0.442361	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	3750000	3800000	A12-C	2.20259	113	53	2633	3424	0.434704	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	3750000	3800000	A12-D	1.95502	113	49	2462	3167	0.437378	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	3800000	3850000	A12-A	2.00596	32	51	735	913	0.445995	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	3800000	3850000	A12-C	2.31986	32	53	773	933	0.453107	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	3800000	3850000	A12-D	2.01339	32	46	650	843	0.435365	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	3950000	4000000	A12-A	1.76772	6	47	111	173	0.390845	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	3950000	4000000	A12-C	2.12086	6	61	173	197	0.5	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	3950000	4000000	A12-D	1.92978	6	51	122	187	0.394822	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	4000000	4050000	A12-A	1.96096	69	48	1494	1868	0.444378	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	4000000	4050000	A12-C	2.31195	69	52	1641	1980	0.45319	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	4000000	4050000	A12-D	1.99427	69	45	1414	1736	0.448889	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	4050000	4100000	A12-A	1.84385	69	51	1566	2012	0.437675	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	4050000	4100000	A12-C	2.19006	69	56	1710	2209	0.436336	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	4050000	4100000	A12-D	1.91816	69	49	1491	1940	0.434567	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	4100000	4150000	A12-A	2.0112	37	50	823	1047	0.440107	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	4100000	4150000	A12-C	2.34796	37	48	787	1000	0.440403	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	4100000	4150000	A12-D	2.01571	37	47	756	985	0.434233	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	4150000	4200000	A12-A	1.9223	7	81	236	332	0.415493	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	4150000	4200000	A12-C	2.24299	7	95	290	376	0.435435	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	4150000	4200000	A12-D	1.98004	8	72	236	342	0.408304	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	4200000	4250000	A12-A	1.93607	77	50	1742	2178	0.444388	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	4200000	4250000	A12-C	2.3096	77	53	1805	2276	0.442294	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	4200000	4250000	A12-D	1.99028	77	48	1622	2094	0.436491	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	4250000	4300000	A12-A	1.72575	57	51	1281	1653	0.436605	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	4250000	4300000	A12-C	2.01865	57	56	1391	1824	0.432659	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	4250000	4300000	A12-D	1.78604	57	53	1346	1682	0.444518	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	4300000	4350000	A12-A	1.6806	96	52	2195	2828	0.43699	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	4300000	4350000	A12-C	2.03218	96	59	2524	3146	0.44515	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	4300000	4350000	A12-D	1.80247	96	54	2331	2900	0.445613	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	4350000	4400000	A12-A	1.88704	109	47	2226	2946	0.430394	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	4350000	4400000	A12-C	2.27422	109	50	2423	3087	0.439746	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	4350000	4400000	A12-D	1.94281	109	45	2167	2814	0.435053	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	4400000	4450000	A12-A	1.91832	154	47	3202	4181	0.433699	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	4400000	4450000	A12-C	2.30047	154	55	3784	4776	0.442056	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	4400000	4450000	A12-D	1.96431	154	47	3196	4194	0.432476	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	4450000	4500000	A12-A	1.74422	100	50	2259	2783	0.448036	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	4450000	4500000	A12-C	2.11761	100	58	2577	3268	0.44089	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	4450000	4500000	A12-D	1.82238	100	51	2304	2859	0.446252	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	4500000	4550000	A12-A	1.85196	41	48	837	1135	0.424442	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	4500000	4550000	A12-C	2.19276	41	54	958	1274	0.429211	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	4500000	4550000	A12-D	1.91613	41	48	841	1136	0.425392	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	4550000	4600000	A12-A	1.81481	61	48	1307	1657	0.440958	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	4550000	4600000	A12-C	2.12133	61	53	1427	1815	0.44016	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	4550000	4600000	A12-D	1.89042	61	47	1270	1636	0.437027	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	4600000	4650000	A12-A	1.7309	80	49	1697	2296	0.424994	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	4600000	4650000	A12-C	2.05016	80	56	2011	2516	0.444224	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	4600000	4650000	A12-D	1.83506	80	53	1940	2333	0.454014	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	4650000	4700000	A12-A	1.95947	56	45	1137	1408	0.446758	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	4650000	4700000	A12-C	2.34968	56	50	1237	1591	0.437412	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	4650000	4700000	A12-D	2.06276	56	46	1154	1472	0.439452	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	4700000	4750000	A12-A	1.97281	61	47	1293	1578	0.450366	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	4700000	4750000	A12-C	2.30964	61	48	1282	1647	0.437692	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	4700000	4750000	A12-D	2.04739	61	47	1288	1597	0.446447	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	4750000	4800000	A12-A	2.15054	60	48	1269	1641	0.436082	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	4750000	4800000	A12-C	2.48207	60	51	1351	1741	0.436934	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	4750000	4800000	A12-D	2.13872	60	46	1209	1593	0.431478	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	4800000	4850000	A12-A	1.93569	6	40	101	139	0.420833	38	1|1	0.217686	2|1	0	2|1	0	1|1	0.782314	2|0	0
chr1	4800000	4850000	A12-C	2.327	6	48	127	165	0.434932	38	1|1	0.222725	2|1	0.261793	2|1	0	1|1	0.515482	2|0	0
chr1	4800000	4850000	A12-D	2.02259	6	39	105	129	0.5	38	1|1	0.176347	2|1	0	2|1	0.217594	1|1	0	2|0	0.606059
chr1	4850000	4900000	A12-A	1.76574	41	56	1046	1273	0.451056	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	4850000	4900000	A12-C	2.11988	41	59	1097	1358	0.446843	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	4850000	4900000	A12-D	1.83859	41	54	1013	1235	0.450623	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	4900000	4950000	A12-A	1.69548	149	51	3420	4287	0.443752	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	4900000	4950000	A12-C	2.02464	149	57	3857	4707	0.450374	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	4900000	4950000	A12-D	1.81495	149	54	3559	4548	0.439003	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	4950000	5000000	A12-A	1.81885	74	53	1762	2164	0.448803	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	4950000	5000000	A12-C	2.15353	74	59	1956	2479	0.441037	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	4950000	5000000	A12-D	1.87821	74	53	1795	2146	0.455468	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	5000000	5050000	A12-A	1.78207	51	50	1137	1436	0.441897	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	5000000	5050000	A12-C	2.13201	51	57	1269	1644	0.435633	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	5000000	5050000	A12-D	1.87469	51	51	1136	1466	0.436587	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	5050000	5100000	A12-A	1.6299	53	53	1250	1570	0.443262	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	5050000	5100000	A12-C	1.97281	53	59	1428	1729	0.452328	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	5050000	5100000	A12-D	1.74768	53	55	1308	1652	0.441892	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	5100000	5150000	A12-A	1.59399	71	53	1671	2106	0.442415	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	5100000	5150000	A12-C	1.90269	71	60	1910	2393	0.443876	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	5100000	5150000	A12-D	1.68941	71	56	1800	2179	0.452375	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	5150000	5200000	A12-A	1.65048	94	49	1998	2631	0.431627	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	5150000	5200000	A12-C	2.02462	95	57	2287	3136	0.421722	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	5150000	5200000	A12-D	1.76973	95	49	2045	2652	0.435384	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	5200000	5250000	A12-A	1.73244	60	50	1277	1765	0.41979	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	5200000	5250000	A12-C	2.07136	60	57	1501	1960	0.43369	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	5200000	5250000	A12-D	1.84408	60	50	1311	1735	0.430401	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	5250000	5300000	A12-A	1.62602	49	51	1110	1394	0.443291	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	5250000	5300000	A12-C	1.93691	48	57	1187	1585	0.428211	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	5250000	5300000	A12-D	1.72246	49	52	1139	1453	0.439429	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	5300000	5350000	A12-A	1.84877	184	48	3886	5043	0.435211	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	5300000	5350000	A12-C	2.23167	184	54	4455	5565	0.444611	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	5300000	5350000	A12-D	1.92117	184	48	3942	5052	0.438292	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	5350000	5400000	A12-A	1.73039	121	48	2525	3316	0.432289	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	5350000	5400000	A12-C	2.10745	121	53	2894	3632	0.443457	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	5350000	5400000	A12-D	1.83492	121	49	2669	3364	0.4424	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	5400000	5450000	A12-A	1.79022	47	49	1034	1292	0.44454	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	5400000	5450000	A12-C	2.11959	47	55	1168	1427	0.450096	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	5400000	5450000	A12-D	1.87517	47	50	1034	1317	0.439813	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	5450000	5500000	A12-A	1.89178	54	47	1147	1440	0.443371	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	5450000	5500000	A12-C	2.25065	54	53	1268	1597	0.442583	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	5450000	5500000	A12-D	1.97696	54	49	1187	1493	0.44291	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	5500000	5550000	A12-A	1.87908	58	48	1213	1572	0.435548	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	5500000	5550000	A12-C	2.2717	58	53	1338	1765	0.431196	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	5500000	5550000	A12-D	1.98294	58	50	1298	1623	0.444368	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	5550000	5600000	A12-A	1.87338	66	51	1450	1919	0.430395	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	5550000	5600000	A12-C	2.21188	66	56	1678	2059	0.449023	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	5550000	5600000	A12-D	1.94457	66	48	1429	1795	0.443238	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	5600000	5650000	A12-A	1.69898	85	52	1962	2478	0.441892	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	5600000	5650000	A12-C	2.04371	85	59	2256	2832	0.443396	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	5600000	5650000	A12-D	1.80569	85	53	1998	2543	0.439991	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	5650000	5700000	A12-A	1.75696	80	51	1778	2348	0.430926	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	5650000	5700000	A12-C	2.02939	80	55	1935	2502	0.436105	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	5650000	5700000	A12-D	1.82159	80	51	1772	2313	0.433782	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	5700000	5750000	A12-A	1.86439	88	48	1782	2484	0.417722	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	5700000	5750000	A12-C	2.23424	88	57	2062	2992	0.407994	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	5700000	5750000	A12-D	2.00115	88	51	1846	2698	0.40625	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	5750000	5800000	A12-A	1.88779	80	44	1499	2064	0.420713	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	5750000	5800000	A12-C	2.24541	78	49	1703	2151	0.441879	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	5750000	5800000	A12-D	1.97271	80	45	1584	2022	0.439268	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	5800000	5850000	A12-A	2.01183	91	45	1831	2345	0.438458	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	5800000	5850000	A12-C	2.35573	91	47	1887	2451	0.434993	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	5800000	5850000	A12-D	2.02935	91	44	1801	2244	0.445241	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	5850000	5900000	A12-A	1.9603	110	44	1992	2875	0.409287	38	1|1	0.217686	2|1	0	2|1	0	1|1	0.782314	2|0	0
chr1	5850000	5900000	A12-C	2.26473	110	46	2155	2987	0.419098	38	1|1	0.222725	2|1	0.261793	2|1	0	1|1	0.515482	2|0	0
chr1	5850000	5900000	A12-D	1.97129	110	42	1854	2770	0.400952	38	1|1	0.176347	2|1	0	2|1	0.217594	1|1	0	2|0	0.606059
chr1	5900000	5950000	A12-A	2.20139	29	46	596	751	0.442465	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	5900000	5950000	A12-C	2.55171	29	51	668	815	0.450438	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	5900000	5950000	A12-D	2.21846	29	43	572	695	0.45146	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	5950000	6000000	A12-A	1.83172	56	51	1264	1622	0.437976	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	5950000	6000000	A12-C	2.16893	56	56	1398	1740	0.445507	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	5950000	6000000	A12-D	1.91127	56	48	1198	1525	0.439956	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	6000000	6050000	A12-A	1.85378	44	48	927	1223	0.431163	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	6000000	6050000	A12-C	2.19608	44	51	986	1297	0.431888	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	6000000	6050000	A12-D	1.91378	44	44	848	1094	0.436663	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	6050000	6100000	A12-A	2.06322	54	43	1028	1323	0.437261	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	6050000	6100000	A12-C	2.41628	54	44	1015	1376	0.424509	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	6050000	6100000	A12-D	2.12766	54	43	1009	1338	0.429911	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	6100000	6150000	A12-A	2.15978	61	45	1215	1533	0.44214	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	6100000	6150000	A12-C	2.50729	61	49	1315	1692	0.437313	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	6100000	6150000	A12-D	2.22222	61	45	1187	1559	0.432265	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	6150000	6200000	A12-A	2.07891	4	43	74	101	0.422857	38	1|1	0.217686	2|1	0	2|1	0	1|1	0.782314	2|0	0
chr1	6150000	6200000	A12-C	2.4284	4	41	77	88	0.5	38	1|1	0.222725	2|1	0.261793	2|1	0	1|1	0.515482	2|0	0
chr1	6150000	6200000	A12-D	2.09847	4	41	70	94	0.426829	38	1|1	0.176347	2|1	0	2|1	0.217594	1|1	0	2|0	0.606059
chr1	6200000	6250000	A12-A	2.06538	2	46	41	51	0.5	38	1|1	0.217686	2|1	0	2|1	0	1|1	0.782314	2|0	0
chr1	6200000	6250000	A12-C	2.44409	2	52	49	55	0.5	38	1|1	0.222725	2|1	0.261793	2|1	0	1|1	0.515482	2|0	0
chr1	6200000	6250000	A12-D	2.09337	2	45	41	49	0.5	38	1|1	0.176347	2|1	0	2|1	0.217594	1|1	0	2|0	0.606059
chr1	6250000	6300000	A12-A	1.96861	2	46	38	55	0.408602	38	1|1	0.217686	2|1	0	2|1	0	1|1	0.782314	2|0	0
chr1	6250000	6300000	A12-C	2.28921	2	49	41	57	0.5	38	1|1	0.222725	2|1	0.261793	2|1	0	1|1	0.515482	2|0	0
chr1	6250000	6300000	A12-D	2.0373	2	46	37	56	0.397849	38	1|1	0.176347	2|1	0	2|1	0.217594	1|1	0	2|0	0.606059
chr1	6300000	6350000	A12-A	2.37493	47	46	948	1259	0.429542	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	6300000	6350000	A12-C	2.6815	47	48	1009	1260	0.444689	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	6300000	6350000	A12-D	2.34807	47	42	871	1121	0.437249	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	6350000	6400000	A12-A	2.03821	98	48	2088	2641	0.441531	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	6350000	6400000	A12-C	2.38827	98	50	2184	2780	0.439968	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	6350000	6400000	A12-D	2.10625	98	47	2034	2646	0.434615	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
